"No.","Time","Source","Destination","Protocol","Length","Info"
"13415","49.613753432","192.168.100.9","192.168.100.5","UDP","60","15052  >  80 Len=0"
"13416","49.614952480","192.168.100.9","192.168.100.5","UDP","60","15053  >  80 Len=0"
"13417","49.616556507","192.168.100.9","192.168.100.5","UDP","60","15054  >  80 Len=0"
"13418","49.618089371","192.168.100.9","192.168.100.5","UDP","60","15055  >  80 Len=0"
"13419","49.618089537","192.168.100.9","192.168.100.5","UDP","60","15056  >  80 Len=0"
"13420","49.619623196","192.168.100.9","192.168.100.5","UDP","60","15057  >  80 Len=0"
"13421","49.620870775","192.168.100.9","192.168.100.5","UDP","60","15058  >  80 Len=0"
"13422","49.621836124","192.168.100.9","192.168.100.5","UDP","60","15059  >  80 Len=0"
"13423","49.622892335","192.168.100.9","192.168.100.5","UDP","60","15060  >  80 Len=0"
"13424","49.625035438","192.168.100.9","192.168.100.5","UDP","60","15061  >  80 Len=0"
"13425","49.625982087","192.168.100.9","192.168.100.5","UDP","60","15062  >  80 Len=0"
"13426","49.627049569","192.168.100.9","192.168.100.5","UDP","60","15063  >  80 Len=0"
"13427","49.628566295","192.168.100.9","192.168.100.5","UDP","60","15064  >  80 Len=0"
"13428","49.629355424","192.168.100.9","192.168.100.5","UDP","60","15065  >  80 Len=0"
"13429","49.630242167","192.168.100.9","192.168.100.5","UDP","60","15066  >  80 Len=0"
"13430","49.630915532","192.168.100.9","192.168.100.5","UDP","60","15067  >  80 Len=0"
"13431","49.632046629","192.168.100.9","192.168.100.5","UDP","60","15068  >  80 Len=0"
"13432","49.632948450","192.168.100.9","192.168.100.5","UDP","60","15069  >  80 Len=0"
"13433","49.633610069","192.168.100.9","192.168.100.5","UDP","60","15070  >  80 Len=0"
"13434","49.634396993","192.168.100.9","192.168.100.5","UDP","60","15071  >  80 Len=0"
"13435","49.635186060","192.168.100.9","192.168.100.5","UDP","60","15072  >  80 Len=0"
"13436","49.638023541","192.168.100.9","192.168.100.5","UDP","60","15073  >  80 Len=0"
"13437","49.638023650","192.168.100.9","192.168.100.5","UDP","60","15074  >  80 Len=0"
"13438","49.638023694","192.168.100.9","192.168.100.5","UDP","60","15075  >  80 Len=0"
"13439","49.638536751","192.168.100.9","192.168.100.5","UDP","60","15076  >  80 Len=0"
"13440","49.639372655","192.168.100.9","192.168.100.5","UDP","60","15077  >  80 Len=0"
"13441","49.640855620","192.168.100.9","192.168.100.5","UDP","60","15078  >  80 Len=0"
"13442","49.641350324","192.168.100.9","192.168.100.5","UDP","60","15079  >  80 Len=0"
"13443","49.642125389","192.168.100.9","192.168.100.5","UDP","60","15080  >  80 Len=0"
"13444","49.643495181","192.168.100.9","192.168.100.5","UDP","60","15081  >  80 Len=0"
"13445","49.644262010","192.168.100.9","192.168.100.5","UDP","60","15082  >  80 Len=0"
"13446","49.645222663","192.168.100.9","192.168.100.5","UDP","60","15083  >  80 Len=0"
"13447","49.646200803","192.168.100.9","192.168.100.5","UDP","60","15084  >  80 Len=0"
"13448","49.648158927","192.168.100.9","192.168.100.5","UDP","60","15085  >  80 Len=0"
"13449","49.649149400","192.168.100.9","192.168.100.5","UDP","60","15086  >  80 Len=0"
"13450","49.649778646","192.168.100.9","192.168.100.5","UDP","60","15087  >  80 Len=0"
"13451","49.651959481","192.168.100.9","192.168.100.5","UDP","60","15088  >  80 Len=0"
"13452","49.652911427","192.168.100.9","192.168.100.5","UDP","60","15089  >  80 Len=0"
"13453","49.653738825","192.168.100.9","192.168.100.5","UDP","60","15090  >  80 Len=0"
"13454","49.654737534","192.168.100.9","192.168.100.5","UDP","60","15091  >  80 Len=0"
"13455","49.655408033","192.168.100.9","192.168.100.5","UDP","60","15092  >  80 Len=0"
"13456","49.656141056","192.168.100.9","192.168.100.5","UDP","60","15093  >  80 Len=0"
"13457","49.657243626","192.168.100.9","192.168.100.5","UDP","60","15094  >  80 Len=0"
"13458","49.658244519","192.168.100.9","192.168.100.5","UDP","60","15095  >  80 Len=0"
"13459","49.659110794","192.168.100.9","192.168.100.5","UDP","60","15096  >  80 Len=0"
"13460","49.659743577","192.168.100.9","192.168.100.5","UDP","60","15097  >  80 Len=0"
"13461","49.660324923","192.168.100.9","192.168.100.5","UDP","60","15098  >  80 Len=0"
"13462","49.661178516","192.168.100.9","192.168.100.5","UDP","60","15099  >  80 Len=0"
"13463","49.661865977","192.168.100.9","192.168.100.5","UDP","60","15100  >  80 Len=0"
"13464","49.662661194","192.168.100.9","192.168.100.5","UDP","60","15101  >  80 Len=0"
"13465","49.664320720","192.168.100.9","192.168.100.5","UDP","60","15102  >  80 Len=0"
"13466","49.665113078","192.168.100.9","192.168.100.5","UDP","60","15103  >  80 Len=0"
"13467","49.666128131","192.168.100.9","192.168.100.5","UDP","60","15104  >  80 Len=0"
"13468","49.666895057","192.168.100.9","192.168.100.5","UDP","60","15105  >  80 Len=0"
"13469","49.668326078","192.168.100.9","192.168.100.5","UDP","60","15106  >  80 Len=0"
"13470","49.669032283","192.168.100.9","192.168.100.5","UDP","60","15107  >  80 Len=0"
"13471","49.669704217","192.168.100.9","192.168.100.5","UDP","60","15108  >  80 Len=0"
"13472","49.670766165","192.168.100.9","192.168.100.5","UDP","60","15109  >  80 Len=0"
"13473","49.671712732","192.168.100.9","192.168.100.5","UDP","60","15110  >  80 Len=0"
"13474","49.672887395","192.168.100.9","192.168.100.5","UDP","60","15111  >  80 Len=0"
"13475","49.673668679","192.168.100.9","192.168.100.5","UDP","60","15112  >  80 Len=0"
"13476","49.674792339","192.168.100.9","192.168.100.5","UDP","60","15113  >  80 Len=0"
"13477","49.675526871","192.168.100.9","192.168.100.5","UDP","60","15114  >  80 Len=0"
"13478","49.676390129","192.168.100.9","192.168.100.5","UDP","60","15115  >  80 Len=0"
"13479","49.677395844","192.168.100.9","192.168.100.5","UDP","60","15116  >  80 Len=0"
"13480","49.678198574","192.168.100.9","192.168.100.5","UDP","60","15117  >  80 Len=0"
"13481","49.678864610","192.168.100.9","192.168.100.5","UDP","60","15118  >  80 Len=0"
"13482","49.679645026","192.168.100.9","192.168.100.5","UDP","60","15119  >  80 Len=0"
"13483","49.680820780","192.168.100.9","192.168.100.5","UDP","60","15120  >  80 Len=0"
"13484","49.681816868","192.168.100.9","192.168.100.5","UDP","60","15121  >  80 Len=0"
"13485","49.682233105","192.168.100.9","192.168.100.5","UDP","60","15122  >  80 Len=0"
"13486","49.685180039","192.168.100.9","192.168.100.5","UDP","60","15123  >  80 Len=0"
"13487","49.687419209","192.168.100.9","192.168.100.5","UDP","60","15124  >  80 Len=0"
"13488","49.689879172","192.168.100.9","192.168.100.5","UDP","60","15125  >  80 Len=0"
"13489","49.691341576","192.168.100.9","192.168.100.5","UDP","60","15126  >  80 Len=0"
"13490","49.694031259","192.168.100.9","192.168.100.5","UDP","60","15127  >  80 Len=0"
"13491","49.695688061","192.168.100.9","192.168.100.5","UDP","60","15128  >  80 Len=0"
"13492","49.698592140","192.168.100.9","192.168.100.5","UDP","60","15129  >  80 Len=0"
"13493","49.700064349","192.168.100.9","192.168.100.5","UDP","60","15130  >  80 Len=0"
"13494","49.701993583","192.168.100.9","192.168.100.5","UDP","60","15131  >  80 Len=0"
"13495","49.703711814","192.168.100.9","192.168.100.5","UDP","60","15132  >  80 Len=0"
"13496","49.707336395","192.168.100.9","192.168.100.5","UDP","60","15133  >  80 Len=0"
"13497","49.707336703","192.168.100.9","192.168.100.5","UDP","60","15134  >  80 Len=0"
"13498","49.710065366","192.168.100.9","192.168.100.5","UDP","60","15135  >  80 Len=0"
"13499","49.713778718","192.168.100.9","192.168.100.5","UDP","60","15136  >  80 Len=0"
"13500","49.716664162","192.168.100.9","192.168.100.5","UDP","60","15137  >  80 Len=0"
"13501","49.719721989","192.168.100.9","192.168.100.5","UDP","60","15138  >  80 Len=0"
"13502","49.722691807","192.168.100.9","192.168.100.5","UDP","60","15139  >  80 Len=0"
"13503","49.722692242","192.168.100.9","192.168.100.5","UDP","60","15140  >  80 Len=0"
"13504","49.724561522","192.168.100.9","192.168.100.5","UDP","60","15141  >  80 Len=0"
"13505","49.726761923","192.168.100.9","192.168.100.5","UDP","60","15142  >  80 Len=0"
"13506","49.728306727","192.168.100.9","192.168.100.5","UDP","60","15143  >  80 Len=0"
"13507","49.729928742","192.168.100.9","192.168.100.5","UDP","60","15144  >  80 Len=0"
"13508","49.732579762","192.168.100.9","192.168.100.5","UDP","60","15145  >  80 Len=0"
"13509","49.736079796","192.168.100.9","192.168.100.5","UDP","60","15146  >  80 Len=0"
"13510","49.736080195","192.168.100.9","192.168.100.5","UDP","60","15147  >  80 Len=0"
"13511","49.738846178","192.168.100.9","192.168.100.5","UDP","60","15148  >  80 Len=0"
"13512","49.741232494","192.168.100.9","192.168.100.5","UDP","60","15149  >  80 Len=0"
"13513","49.741232815","192.168.100.9","192.168.100.5","UDP","60","15150  >  80 Len=0"
"13514","49.743280920","192.168.100.9","192.168.100.5","UDP","60","15151  >  80 Len=0"
"13515","49.746332520","192.168.100.9","192.168.100.5","UDP","60","15152  >  80 Len=0"
"13516","49.747577865","192.168.100.9","192.168.100.5","UDP","60","15153  >  80 Len=0"
"13517","49.749246182","192.168.100.9","192.168.100.5","UDP","60","15154  >  80 Len=0"
"13518","49.750787138","192.168.100.9","192.168.100.5","UDP","60","15155  >  80 Len=0"
"13519","49.752682328","192.168.100.9","192.168.100.5","UDP","60","15156  >  80 Len=0"
"13520","49.752682575","192.168.100.9","192.168.100.5","UDP","60","15157  >  80 Len=0"
"13521","49.754015268","192.168.100.9","192.168.100.5","UDP","60","15158  >  80 Len=0"
"13522","49.755186593","192.168.100.9","192.168.100.5","UDP","60","15159  >  80 Len=0"
"13523","49.757130512","192.168.100.9","192.168.100.5","UDP","60","15160  >  80 Len=0"
"13524","49.757893041","192.168.100.9","192.168.100.5","UDP","60","15161  >  80 Len=0"
"13525","49.759573336","192.168.100.9","192.168.100.5","UDP","60","15162  >  80 Len=0"
"13526","49.760220570","192.168.100.9","192.168.100.5","UDP","60","15163  >  80 Len=0"
"13527","49.761460573","192.168.100.9","192.168.100.5","UDP","60","15164  >  80 Len=0"
"13528","49.762401625","192.168.100.9","192.168.100.5","UDP","60","15165  >  80 Len=0"
"13529","49.763259548","192.168.100.9","192.168.100.5","UDP","60","15166  >  80 Len=0"
"13530","49.764152376","192.168.100.9","192.168.100.5","UDP","60","15167  >  80 Len=0"
"13531","49.765232563","192.168.100.9","192.168.100.5","UDP","60","15168  >  80 Len=0"
"13532","49.765882136","192.168.100.9","192.168.100.5","UDP","60","15169  >  80 Len=0"
"13533","49.766742711","192.168.100.9","192.168.100.5","UDP","60","15170  >  80 Len=0"
"13534","49.767635257","192.168.100.9","192.168.100.5","UDP","60","15171  >  80 Len=0"
"13535","49.768891250","192.168.100.9","192.168.100.5","UDP","60","15172  >  80 Len=0"
"13536","49.769624792","192.168.100.9","192.168.100.5","UDP","60","15173  >  80 Len=0"
"13537","49.770485052","192.168.100.9","192.168.100.5","UDP","60","15174  >  80 Len=0"
"13538","49.771596219","192.168.100.9","192.168.100.5","UDP","60","15175  >  80 Len=0"
"13539","49.772864217","192.168.100.9","192.168.100.5","UDP","60","15176  >  80 Len=0"
"13540","49.773920608","192.168.100.9","192.168.100.5","UDP","60","15177  >  80 Len=0"
"13541","49.773920730","192.168.100.9","192.168.100.5","UDP","60","15178  >  80 Len=0"
"13542","49.774845619","192.168.100.9","192.168.100.5","UDP","60","15179  >  80 Len=0"
"13543","49.778272856","192.168.100.9","192.168.100.5","UDP","60","15180  >  80 Len=0"
"13544","49.778921767","192.168.100.9","192.168.100.5","UDP","60","15181  >  80 Len=0"
"13545","49.779905857","192.168.100.9","192.168.100.5","UDP","60","15182  >  80 Len=0"
"13546","49.780947471","192.168.100.9","192.168.100.5","UDP","60","15183  >  80 Len=0"
"13547","49.780947631","192.168.100.9","192.168.100.5","UDP","60","15184  >  80 Len=0"
"13548","49.782140358","192.168.100.9","192.168.100.5","UDP","60","15185  >  80 Len=0"
"13549","49.782994390","192.168.100.9","192.168.100.5","UDP","60","15186  >  80 Len=0"
"13550","49.783428090","192.168.100.9","192.168.100.5","UDP","60","15187  >  80 Len=0"
"13551","49.785468020","192.168.100.9","192.168.100.5","UDP","60","15188  >  80 Len=0"
"13552","49.785906502","192.168.100.9","192.168.100.5","UDP","60","15189  >  80 Len=0"
"13553","49.787101680","192.168.100.9","192.168.100.5","UDP","60","15190  >  80 Len=0"
"13554","49.788086324","192.168.100.9","192.168.100.5","UDP","60","15191  >  80 Len=0"
"13555","49.789874708","192.168.100.9","192.168.100.5","UDP","60","15192  >  80 Len=0"
"13556","49.790594244","192.168.100.9","192.168.100.5","UDP","60","15193  >  80 Len=0"
"13557","49.790962309","192.168.100.9","192.168.100.5","UDP","60","15194  >  80 Len=0"
"13558","49.793086218","192.168.100.9","192.168.100.5","UDP","60","15195  >  80 Len=0"
"13559","49.793759561","192.168.100.9","192.168.100.5","UDP","60","15196  >  80 Len=0"
"13560","49.795439966","192.168.100.9","192.168.100.5","UDP","60","15197  >  80 Len=0"
"13561","49.797159638","192.168.100.9","192.168.100.5","UDP","60","15198  >  80 Len=0"
"13562","49.797808553","192.168.100.9","192.168.100.5","UDP","60","15199  >  80 Len=0"
"13563","49.799719350","192.168.100.9","192.168.100.5","UDP","60","15200  >  80 Len=0"
"13564","49.799719548","192.168.100.9","192.168.100.5","UDP","60","15201  >  80 Len=0"
"13565","49.801133655","192.168.100.9","192.168.100.5","UDP","60","15202  >  80 Len=0"
"13566","49.802048641","192.168.100.9","192.168.100.5","UDP","60","15203  >  80 Len=0"
"13567","49.803466659","192.168.100.9","192.168.100.5","UDP","60","15204  >  80 Len=0"
"13568","49.804369012","192.168.100.9","192.168.100.5","UDP","60","15205  >  80 Len=0"
"13569","49.805585691","192.168.100.9","192.168.100.5","UDP","60","15206  >  80 Len=0"
"13570","49.806479389","192.168.100.9","192.168.100.5","UDP","60","15207  >  80 Len=0"
"13571","49.807461800","192.168.100.9","192.168.100.5","UDP","60","15208  >  80 Len=0"
"13572","49.808187146","192.168.100.9","192.168.100.5","UDP","60","15209  >  80 Len=0"
"13573","49.809211980","192.168.100.9","192.168.100.5","UDP","60","15210  >  80 Len=0"
"13574","49.809999236","192.168.100.9","192.168.100.5","UDP","60","15211  >  80 Len=0"
"13575","49.810747269","192.168.100.9","192.168.100.5","UDP","60","15212  >  80 Len=0"
"13576","49.812342144","192.168.100.9","192.168.100.5","UDP","60","15213  >  80 Len=0"
"13577","49.813295811","192.168.100.9","192.168.100.5","UDP","60","15214  >  80 Len=0"
"13578","49.814203634","192.168.100.9","192.168.100.5","UDP","60","15215  >  80 Len=0"
"13579","49.814907324","192.168.100.9","192.168.100.5","UDP","60","15216  >  80 Len=0"
"13580","49.815997430","192.168.100.9","192.168.100.5","UDP","60","15217  >  80 Len=0"
"13581","49.816745444","192.168.100.9","192.168.100.5","UDP","60","15218  >  80 Len=0"
"13582","49.817943045","192.168.100.9","192.168.100.5","UDP","60","15219  >  80 Len=0"
"13583","49.818767856","192.168.100.9","192.168.100.5","UDP","60","15220  >  80 Len=0"
"13584","49.819677539","192.168.100.9","192.168.100.5","UDP","60","15221  >  80 Len=0"
"13585","49.820589578","192.168.100.9","192.168.100.5","UDP","60","15222  >  80 Len=0"
"13586","49.821383986","192.168.100.9","192.168.100.5","UDP","60","15223  >  80 Len=0"
"13587","49.822147504","192.168.100.9","192.168.100.5","UDP","60","15224  >  80 Len=0"
"13588","49.823333479","192.168.100.9","192.168.100.5","UDP","60","15225  >  80 Len=0"
"13589","49.824066161","192.168.100.9","192.168.100.5","UDP","60","15226  >  80 Len=0"
"13590","49.824916696","192.168.100.9","192.168.100.5","UDP","60","15227  >  80 Len=0"
"13591","49.825666027","192.168.100.9","192.168.100.5","UDP","60","15228  >  80 Len=0"
"13592","49.827184216","192.168.100.9","192.168.100.5","UDP","60","15229  >  80 Len=0"
"13593","49.828098765","192.168.100.9","192.168.100.5","UDP","60","15230  >  80 Len=0"
"13594","49.829289004","192.168.100.9","192.168.100.5","UDP","60","15231  >  80 Len=0"
"13595","49.830188462","192.168.100.9","192.168.100.5","UDP","60","15232  >  80 Len=0"
"13596","49.831072789","192.168.100.9","192.168.100.5","UDP","60","15233  >  80 Len=0"
"13597","49.832665384","192.168.100.9","192.168.100.5","UDP","60","15234  >  80 Len=0"
"13598","49.833610919","192.168.100.9","192.168.100.5","UDP","60","15235  >  80 Len=0"
"13599","49.834492595","192.168.100.9","192.168.100.5","UDP","60","15236  >  80 Len=0"
"13600","49.835745520","192.168.100.9","192.168.100.5","UDP","60","15237  >  80 Len=0"
"13601","49.836505808","192.168.100.9","192.168.100.5","UDP","60","15238  >  80 Len=0"
"13602","49.837338761","192.168.100.9","192.168.100.5","UDP","60","15239  >  80 Len=0"
"13603","49.838216344","192.168.100.9","192.168.100.5","UDP","60","15240  >  80 Len=0"
"13604","49.838951543","192.168.100.9","192.168.100.5","UDP","60","15241  >  80 Len=0"
"13605","49.839846967","192.168.100.9","192.168.100.5","UDP","60","15242  >  80 Len=0"
"13606","49.840638018","192.168.100.9","192.168.100.5","UDP","60","15243  >  80 Len=0"
"13607","49.841648884","192.168.100.9","192.168.100.5","UDP","60","15244  >  80 Len=0"
"13608","49.842895187","192.168.100.9","192.168.100.5","UDP","60","15245  >  80 Len=0"
"13609","49.846844041","192.168.100.9","192.168.100.5","UDP","60","15246  >  80 Len=0"
"13610","49.846844205","192.168.100.9","192.168.100.5","UDP","60","15247  >  80 Len=0"
"13611","49.846844259","192.168.100.9","192.168.100.5","UDP","60","15248  >  80 Len=0"
"13612","49.846844310","192.168.100.9","192.168.100.5","UDP","60","15249  >  80 Len=0"
"13613","49.849614531","192.168.100.9","192.168.100.5","UDP","60","15250  >  80 Len=0"
"13614","49.849614768","192.168.100.9","192.168.100.5","UDP","60","15251  >  80 Len=0"
"13615","49.849614834","192.168.100.9","192.168.100.5","UDP","60","15252  >  80 Len=0"
"13616","49.851912429","192.168.100.9","192.168.100.5","UDP","60","15253  >  80 Len=0"
"13617","49.851912595","192.168.100.9","192.168.100.5","UDP","60","15254  >  80 Len=0"
"13618","49.851912662","192.168.100.9","192.168.100.5","UDP","60","15255  >  80 Len=0"
"13619","49.853786324","192.168.100.9","192.168.100.5","UDP","60","15256  >  80 Len=0"
"13620","49.854998261","192.168.100.9","192.168.100.5","UDP","60","15257  >  80 Len=0"
"13621","49.854998422","192.168.100.9","192.168.100.5","UDP","60","15258  >  80 Len=0"
"13622","49.856043427","192.168.100.9","192.168.100.5","UDP","60","15259  >  80 Len=0"
"13623","49.857234929","192.168.100.9","192.168.100.5","UDP","60","15260  >  80 Len=0"
"13624","49.858196008","192.168.100.9","192.168.100.5","UDP","60","15261  >  80 Len=0"
"13625","49.859236269","192.168.100.9","192.168.100.5","UDP","60","15262  >  80 Len=0"
"13626","49.860305209","192.168.100.9","192.168.100.5","UDP","60","15263  >  80 Len=0"
"13627","49.861226334","192.168.100.9","192.168.100.5","UDP","60","15264  >  80 Len=0"
"13628","49.861995685","192.168.100.9","192.168.100.5","UDP","60","15265  >  80 Len=0"
"13629","49.863119597","192.168.100.9","192.168.100.5","UDP","60","15266  >  80 Len=0"
"13630","49.864068319","192.168.100.9","192.168.100.5","UDP","60","15267  >  80 Len=0"
"13631","49.865534270","192.168.100.9","192.168.100.5","UDP","60","15268  >  80 Len=0"
"13632","49.866712574","192.168.100.9","192.168.100.5","UDP","60","15269  >  80 Len=0"
"13633","49.868183268","192.168.100.9","192.168.100.5","UDP","60","15270  >  80 Len=0"
"13634","49.869637503","192.168.100.9","192.168.100.5","UDP","60","15271  >  80 Len=0"
"13635","49.873529438","192.168.100.9","192.168.100.5","UDP","60","15272  >  80 Len=0"
"13636","49.875602941","192.168.100.9","192.168.100.5","UDP","60","15273  >  80 Len=0"
"13637","49.875603168","192.168.100.9","192.168.100.5","UDP","60","15274  >  80 Len=0"
"13638","49.887157591","192.168.100.9","192.168.100.5","UDP","60","15275  >  80 Len=0"
"13639","49.887157860","192.168.100.9","192.168.100.5","UDP","60","15276  >  80 Len=0"
"13640","49.887157903","192.168.100.9","192.168.100.5","UDP","60","15277  >  80 Len=0"
"13641","49.887157953","192.168.100.9","192.168.100.5","UDP","60","15278  >  80 Len=0"
"13642","49.887157991","192.168.100.9","192.168.100.5","UDP","60","15279  >  80 Len=0"
"13643","49.887158033","192.168.100.9","192.168.100.5","UDP","60","15280  >  80 Len=0"
"13644","49.887158072","192.168.100.9","192.168.100.5","UDP","60","15281  >  80 Len=0"
"13645","49.887158112","192.168.100.9","192.168.100.5","UDP","60","15282  >  80 Len=0"
"13646","49.890481653","192.168.100.9","192.168.100.5","UDP","60","15283  >  80 Len=0"
"13647","49.890482018","192.168.100.9","192.168.100.5","UDP","60","15284  >  80 Len=0"
"13648","49.890482145","192.168.100.9","192.168.100.5","UDP","60","15285  >  80 Len=0"
"13649","49.913055500","192.168.100.9","192.168.100.5","UDP","60","15286  >  80 Len=0"
"13650","49.913055842","192.168.100.9","192.168.100.5","UDP","60","15287  >  80 Len=0"
"13651","49.913055887","192.168.100.9","192.168.100.5","UDP","60","15288  >  80 Len=0"
"13652","49.913055930","192.168.100.9","192.168.100.5","UDP","60","15289  >  80 Len=0"
"13653","49.913055971","192.168.100.9","192.168.100.5","UDP","60","15290  >  80 Len=0"
"13654","49.913056015","192.168.100.9","192.168.100.5","UDP","60","15291  >  80 Len=0"
"13655","49.913056057","192.168.100.9","192.168.100.5","UDP","60","15292  >  80 Len=0"
"13656","49.913056100","192.168.100.9","192.168.100.5","UDP","60","15293  >  80 Len=0"
"13657","49.913108206","192.168.100.9","192.168.100.5","UDP","60","15294  >  80 Len=0"
"13658","49.913108275","192.168.100.9","192.168.100.5","UDP","60","15295  >  80 Len=0"
"13659","49.913108320","192.168.100.9","192.168.100.5","UDP","60","15296  >  80 Len=0"
"13660","49.913108375","192.168.100.9","192.168.100.5","UDP","60","15297  >  80 Len=0"
"13661","49.913108417","192.168.100.9","192.168.100.5","UDP","60","15298  >  80 Len=0"
"13662","49.913108459","192.168.100.9","192.168.100.5","UDP","60","15299  >  80 Len=0"
"13663","49.913108501","192.168.100.9","192.168.100.5","UDP","60","15300  >  80 Len=0"
"13664","49.913108542","192.168.100.9","192.168.100.5","UDP","60","15301  >  80 Len=0"
"13665","49.919953870","192.168.100.9","192.168.100.5","UDP","60","15302  >  80 Len=0"
"13666","49.919954266","192.168.100.9","192.168.100.5","UDP","60","15303  >  80 Len=0"
"13667","55.111188865","fe80::1","ff02::1:ff5e:7cf","ICMPv6","86","Neighbor Solicitation for fe80::445a:fb66:fc5e:7cf from 5c:b3:95:12:58:27"
"13668","61.351789359","192.168.100.5","192.168.100.1","DNS","91","Standard query 0x0ea7 A signaler-pa.clients6.google.com"
"13669","61.352638179","192.168.100.5","192.168.100.1","DNS","91","Standard query 0xb9e8 AAAA signaler-pa.clients6.google.com"
"13670","61.369995510","192.168.100.1","192.168.100.5","DNS","243","Standard query response 0x0ea7 A signaler-pa.clients6.google.com A 192.178.24.202 NS ns1.google.com NS ns3.google.com NS ns4.google.com NS ns2.google.com A 216.239.32.10 A 216.239.38.10 A 216.239.36.10 A 216.239.34.10"
"13671","61.369995874","192.168.100.1","192.168.100.5","DNS","171","Standard query response 0xb9e8 AAAA signaler-pa.clients6.google.com A 216.239.32.10 A 216.239.38.10 A 216.239.36.10 A 216.239.34.10"
"13672","64.798650362","HuaweiTechno_12:58:27","Broadcast","ARP","60","Who has 192.168.100.4? Tell 192.168.100.1"
"13673","66.437261420","HuaweiTechno_12:58:27","Broadcast","ARP","60","Who has 192.168.100.5? Tell 192.168.100.1"
"13674","66.437286518","PCSSystemtec_16:68:f2","HuaweiTechno_12:58:27","ARP","42","192.168.100.5 is at 08:00:27:16:68:f2"
"13675","66.562585046","PCSSystemtec_16:68:f2","HuaweiTechno_12:58:27","ARP","42","Who has 192.168.100.1? Tell 192.168.100.5"
"13676","66.566559538","HuaweiTechno_12:58:27","PCSSystemtec_16:68:f2","ARP","60","192.168.100.1 is at 5c:b3:95:12:58:27"
"13677","82.711701046","192.168.100.9","192.168.100.5","TCP","60","1319  >  80 [SYN] Seq=0 Win=512 Len=0"
"13678","82.711739352","192.168.100.5","192.168.100.9","TCP","54","80  >  1319 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13679","82.713958224","192.168.100.9","192.168.100.5","TCP","60","1320  >  80 [SYN] Seq=0 Win=512 Len=0"
"13680","82.713975827","192.168.100.5","192.168.100.9","TCP","54","80  >  1320 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13681","82.715919093","192.168.100.9","192.168.100.5","TCP","60","1321  >  80 [SYN] Seq=0 Win=512 Len=0"
"13682","82.715934979","192.168.100.5","192.168.100.9","TCP","54","80  >  1321 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13683","82.717085829","192.168.100.9","192.168.100.5","TCP","60","1322  >  80 [SYN] Seq=0 Win=512 Len=0"
"13684","82.717101868","192.168.100.5","192.168.100.9","TCP","54","80  >  1322 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13685","82.719689170","192.168.100.9","192.168.100.5","TCP","60","1323  >  80 [SYN] Seq=0 Win=512 Len=0"
"13686","82.719705286","192.168.100.5","192.168.100.9","TCP","54","80  >  1323 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13687","82.721806469","192.168.100.9","192.168.100.5","TCP","60","1324  >  80 [SYN] Seq=0 Win=512 Len=0"
"13688","82.721822422","192.168.100.5","192.168.100.9","TCP","54","80  >  1324 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13689","82.723653451","192.168.100.9","192.168.100.5","TCP","60","1325  >  80 [SYN] Seq=0 Win=512 Len=0"
"13690","82.723670938","192.168.100.5","192.168.100.9","TCP","54","80  >  1325 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13691","82.732217987","192.168.100.9","192.168.100.5","TCP","60","1326  >  80 [SYN] Seq=0 Win=512 Len=0"
"13692","82.732249333","192.168.100.5","192.168.100.9","TCP","54","80  >  1326 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13693","82.734717788","192.168.100.9","192.168.100.5","TCP","60","1327  >  80 [SYN] Seq=0 Win=512 Len=0"
"13694","82.734738552","192.168.100.5","192.168.100.9","TCP","54","80  >  1327 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13695","82.736096413","192.168.100.9","192.168.100.5","TCP","60","1328  >  80 [SYN] Seq=0 Win=512 Len=0"
"13696","82.736114797","192.168.100.5","192.168.100.9","TCP","54","80  >  1328 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13697","82.755695191","192.168.100.9","192.168.100.5","TCP","60","1329  >  80 [SYN] Seq=0 Win=512 Len=0"
"13698","82.755757129","192.168.100.5","192.168.100.9","TCP","54","80  >  1329 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13699","82.759688186","192.168.100.9","192.168.100.5","TCP","60","1330  >  80 [SYN] Seq=0 Win=512 Len=0"
"13700","82.759688570","192.168.100.9","192.168.100.5","TCP","60","1331  >  80 [SYN] Seq=0 Win=512 Len=0"
"13701","82.759730124","192.168.100.5","192.168.100.9","TCP","54","80  >  1330 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13702","82.759890518","192.168.100.5","192.168.100.9","TCP","54","80  >  1331 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"13703","82.762476442","192.168.100.9","192.168.100.5","TCP","60","1332  >  80 [SYN] Seq=0 Win=512 Len=0"
